msg_id,sender,receiver,payload_size_B,time_send_ms,time_receive_ms,actual_delay_ms,online_predicted_delay_ms,cluster_predicted_delay_ms,weighted_predicted_delay_ms,sender_average_outgoing_delay_ms,sender_average_incoming_delay_ms,sender_num_messages_sent_simultaneously,receiver_average_outgoing_delay_ms,receiver_average_incoming_delay_ms,receiver_num_messages_sent_simultaneously,network_average_delay_ms,network_num_messages_in_transit,network_num_busy_links,network_num_network_nodes,network_num_messages_sent_simultaneously
msg_0,node9,node0,315,187460,187461.0,1.0,,,,,,9,,,0,,9,9,10,9
msg_1,node9,node1,315,187460,187462.0,2.0,,,,1.0,,9,,,0,1.0,8,8,10,9
msg_2,node9,node2,315,187460,187462.0,2.0,,,,1.0,,9,,,0,1.0,8,8,10,9
msg_3,node9,node3,315,187460,187462.0,2.0,,,,1.6666666666666667,,9,,,0,1.6666666666666667,6,6,10,9
msg_4,node9,node4,315,187460,187464.0,4.0,,,,2.1666666666666665,,9,,,0,2.1666666666666665,3,3,10,9
msg_5,node9,node5,315,187460,187464.0,4.0,,,,2.5,,9,,,0,2.5,1,1,10,9
msg_6,node9,node6,315,187460,187463.0,3.0,,,,1.75,,9,,,0,1.75,5,5,10,9
msg_7,node9,node7,315,187460,187463.0,3.0,,,,1.75,,9,,,0,1.75,5,5,10,9
msg_8,node9,node8,315,187460,187463.0,3.0,,,,2.1666666666666665,,9,,,0,2.1666666666666665,3,3,10,9
msg_9,node9,node0,315,364652,364653.0,1.0,,,,2.6666666666666665,,9,,1.0,0,2.6666666666666665,9,9,10,9
msg_10,node9,node1,316,364652,364654.0,2.0,,,,2.5,,9,,2.0,0,2.5,8,8,10,9
msg_11,node9,node2,316,364652,364654.0,2.0,,,,2.4545454545454546,,9,,2.0,0,2.4545454545454546,7,7,10,9
msg_12,node9,node3,316,364652,364654.0,2.0,,,,2.4545454545454546,,9,,2.0,0,2.4545454545454546,7,7,10,9
msg_13,node9,node4,316,364652,364656.0,4.0,,,,2.5,,9,,4.0,0,2.5,2,2,10,9
msg_14,node9,node5,316,364652,364656.0,4.0,,,,2.5,,9,,4.0,0,2.5,2,2,10,9
msg_15,node9,node6,316,364652,364655.0,3.0,,,,2.3846153846153846,,9,,3.0,0,2.3846153846153846,5,5,10,9
msg_16,node9,node7,316,364652,364655.0,3.0,,,,2.3846153846153846,,9,,3.0,0,2.3846153846153846,5,5,10,9
msg_17,node9,node8,316,364652,364655.0,3.0,,,,2.466666666666667,,9,,3.0,0,2.466666666666667,3,3,10,9
msg_18,node9,node0,316,368146,368146.0,0.0,,,,2.6666666666666665,,9,,1.0,0,2.6666666666666665,9,9,10,9
msg_19,node9,node1,316,368146,368147.0,1.0,,,,2.526315789473684,,9,,2.0,0,2.526315789473684,8,8,10,9
