msg_id,sender,receiver,payload_size_B,time_send_ms,time_receive_ms,actual_delay_ms,online_predicted_delay_ms,cluster_predicted_delay_ms,weighted_predicted_delay_ms,sender_average_outgoing_delay_ms,sender_average_incoming_delay_ms,sender_num_messages_sent_simultaneously,receiver_average_outgoing_delay_ms,receiver_average_incoming_delay_ms,receiver_num_messages_sent_simultaneously,network_average_delay_ms,network_num_messages_in_transit,network_num_busy_links,network_num_network_nodes,network_num_messages_sent_simultaneously
msg_0,node9,node0,315,900000,900048.0,48.0,,,,,,9,,,0,,9,9,10,9
msg_1,node9,node1,315,900000,900059.0,59.0,,,,,,9,,,0,,9,9,10,9
msg_2,node9,node2,315,900000,900070.0,70.0,,,,53.5,,9,,,0,53.5,7,7,10,9
msg_3,node9,node3,315,900000,900081.0,81.0,,,,59.0,,9,,,0,59.0,6,6,10,9
msg_4,node9,node4,315,900000,900092.0,92.0,,,,64.5,,9,,,0,64.5,5,5,10,9
msg_5,node9,node5,315,900000,900103.0,103.0,,,,64.5,,9,,,0,64.5,5,5,10,9
msg_6,node9,node6,315,900000,900114.0,114.0,,,,75.5,,9,,,0,75.5,3,3,10,9
msg_7,node9,node7,315,900000,900125.0,125.0,,,,75.5,,9,,,0,75.5,3,3,10,9
msg_8,node9,node8,315,900000,900136.0,136.0,,,,86.5,,9,,,0,86.5,1,1,10,9
msg_9,node9,node0,315,1800000,,,,,,92.0,,9,,48.0,0,92.0,9,9,10,9
msg_10,node9,node1,316,1800000,,,,,,92.0,,9,,59.0,0,92.0,9,9,10,9
msg_11,node9,node2,316,1800000,,,,,,92.0,,9,,70.0,0,92.0,9,9,10,9
msg_12,node9,node3,316,1800000,,,,,,92.0,,9,,81.0,0,92.0,9,9,10,9
msg_13,node9,node4,316,1800000,,,,,,92.0,,9,,92.0,0,92.0,9,9,10,9
msg_14,node9,node5,316,1800000,,,,,,92.0,,9,,103.0,0,92.0,9,9,10,9
msg_15,node9,node6,316,1800000,,,,,,92.0,,9,,114.0,0,92.0,9,9,10,9
msg_16,node9,node7,316,1800000,,,,,,92.0,,9,,125.0,0,92.0,9,9,10,9
msg_17,node9,node8,316,1800000,,,,,,92.0,,9,,136.0,0,92.0,9,9,10,9
