msg_id,sender,receiver,payload_size_B,time_send_ms,time_receive_ms,actual_delay_ms,online_predicted_delay_ms,cluster_predicted_delay_ms,weighted_predicted_delay_ms,sender_average_outgoing_delay_ms,sender_average_incoming_delay_ms,sender_num_messages_sent_simultaneously,receiver_average_outgoing_delay_ms,receiver_average_incoming_delay_ms,receiver_num_messages_sent_simultaneously,network_average_delay_ms,network_num_messages_in_transit,network_num_busy_links,network_num_network_nodes,network_num_messages_sent_simultaneously
msg_0,node1,node0,315,12000,12028.0,28.0,,19,,,,1,,,0,,9,9,10,9
msg_1,node2,node0,315,12000,12028.0,28.0,,28,,,,1,,28.0,0,28.0,8,8,10,9
msg_2,node3,node0,315,12000,12028.0,28.0,,28,,,,1,,28.0,0,28.0,8,8,10,9
msg_3,node4,node0,315,12000,12028.0,28.0,,28,,,,1,,28.0,0,28.0,6,6,10,9
msg_4,node5,node0,315,12000,12028.0,28.0,,29,,,,1,,28.0,0,28.0,5,5,10,9
msg_5,node6,node0,315,12000,12028.0,28.0,,29,,,,1,,28.0,0,28.0,5,5,10,9
msg_6,node7,node0,315,12000,12028.0,28.0,,29,,,,1,,28.0,0,28.0,3,3,10,9
msg_7,node8,node0,315,12000,12028.0,28.0,,29,,,,1,,28.0,0,28.0,2,2,10,9
msg_8,node9,node0,315,12000,12028.0,28.0,,29,,,,1,,28.0,0,28.0,2,2,10,9
msg_9,node1,node0,315,24000,24028.0,28.0,,54,,28.0,,1,,28.0,0,28.0,9,9,10,9
msg_10,node2,node0,315,24000,24028.0,28.0,,54,,28.0,,1,,28.0,0,28.0,8,8,10,9
msg_11,node3,node0,315,24000,24028.0,28.0,,54,,28.0,,1,,28.0,0,28.0,8,8,10,9
msg_12,node4,node0,315,24000,24028.0,28.0,,54,,28.0,,1,,28.0,0,28.0,6,6,10,9
msg_13,node5,node0,315,24000,24028.0,28.0,,54,,28.0,,1,,28.0,0,28.0,5,5,10,9
msg_14,node6,node0,315,24000,24028.0,28.0,,54,,28.0,,1,,28.0,0,28.0,5,5,10,9
msg_15,node7,node0,315,24000,24028.0,28.0,,54,,28.0,,1,,28.0,0,28.0,3,3,10,9
msg_16,node8,node0,315,24000,24028.0,28.0,,54,,28.0,,1,,28.0,0,28.0,2,2,10,9
msg_17,node9,node0,315,24000,24028.0,28.0,,54,,28.0,,1,,28.0,0,28.0,2,2,10,9
msg_18,node1,node0,315,36000,36028.0,28.0,,54,,28.0,,1,,28.0,0,28.0,9,9,10,9
msg_19,node2,node0,315,36000,36028.0,28.0,,54,,28.0,,1,,28.0,0,28.0,8,8,10,9
msg_20,node3,node0,315,36000,36028.0,28.0,,54,,28.0,,1,,28.0,0,28.0,7,7,10,9
